"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","Primary Purpose","Purposes","Source Agency","State or Federal Agency ID","Latitude","Longitude","State","County","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","Years Modified","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Length of Secondary Lock","Lock Width (Ft)","Secondary Lock Width (Ft)","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL","USACE Division","USACE District","Last EAP Exercise Date"
"Whiteley-Nelson","","","CO01035","","CO01035","HART MOUNTAIN RANCH (PHILLIP ROSSI)","Private","Private","0","","No","Irrigation","Irrigation;Fire Protection, Stock, Or Small Fish Pond","Colorado","580208","40.201122999999995","-106.894176","Colorado","Routt","STEAMBOAT SPRINGS","20","LAWSON CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","32","32","34","34","25-50 feet","254","12335","1952","1950-1959","","526","526","426","25","1","1036","Uncontrolled","30","0","0","","0","","","2022-12-22","2017-07-31","6","Low","Satisfactory","2006-10-13","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Heini","","","CO02116","","CO02116","PEAK RANCH (HAMMER, DAVE)","Private","Private","","","No","Irrigation","Irrigation","Colorado","500106","40.196678","-106.455568","Colorado","Grand","KREMMLING","9","PINTO CREEK-OS","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","12","12","12","12","Less than 25 feet","100","0","1904","1900-1909","","60","60","40","10","0","50","None","6","0","0","","0","","","2022-12-22","1979-08-23","6","Low","Satisfactory","2012-02-01","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Saddle Pond","","","CO02725","","CO02725","CARROLL DRIVE PROPERTIES C/O WILLIAM ZIFF","Private","Private","0","WRIGHT WATER ENGINEERS","No","Irrigation","Irrigation;Recreation","Colorado","380205","39.242221","-106.84612","Colorado","Pitkin","WOODY CREEK","3","TRENTAZ GULCH-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","27","29","30","30","25-50 feet","330","20047","1988","1980-1989","","40","40","31","3","0","53","Uncontrolled","3","0","0","","0","","Slide (sluice gate)1","2022-12-22","2022-09-23","1","High","Fair","2022-09-23","Yes","2022-01-07","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Bumgarner","Meirs","","CO02547","","CO02547","BLUE VALLEY RANCH","Private","Private","0","UNKNOWN","No","Irrigation","Irrigation;Water Supply;Fire Protection, Stock, Or Small Fish Pond","Colorado","360116","39.96862","-106.441117","Colorado","Grand","KREMMLING","7","BEAVER CREEK-OS","Congressional District 02, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","23","23","23","23","Less than 25 feet","325","5777","1950","1950-1959","","80","80","38","4","0","315","Uncontrolled","15","0","0","","0","","Slide (sluice gate)1","2022-12-22","2017-08-03","6","Low","Fair","2013-09-24","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Crooked Creek","Crooked Creek Reservoir","","CO00678","","CO00678","USDA FS","Federal","Federal","0","","No","Recreation","Recreation","Forest Service","021503 5102","39.42305583","-106.6552789","Colorado","Eagle","THOMASVILLE","10","LITTLE LIME CREEK","Congressional District 03, Colorado","S22,7S,R83W","Yes","Yes","DWR","Yes","Yes","Yes","Forest Service","Forest Service","Bureau of Reclamation","Bureau of Reclamation","Forest Service","","Forest Service","","Concrete","Concrete","Earth","Rock;Soil","25","14","20","25","25-50 feet","271","","2012","Since 2000","2012S","170","170","76","0","8","1360","Uncontrolled","10","","","","","","Uncontrolled","2021-05-17","2020-05-07","1","High","Not Rated","2020-08-25","Yes","","https://www.fs.usda.gov/eng/dams/","Northwestern Division","Sacramento District",""
"Navajo Evap Pond 60-2","","","AZ00192","","AZ00192","SALT RIVER PROJECT","Public Utility","Public Utility","0","","No","Other","Other","Arizona","","36.91056","-111.39833","Arizona","Coconino","N/A","0","ANTELOPE CREEK - TR","Congressional District 01, Arizona","S35, T41N, R9E","Yes","Yes","ARIZONA DEPARTMENT OF WATER RESOURCES","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","Unlisted/Unknown","50","","","50","51-100 feet","5300","660000","1980","1980-1989","","629","629","280","63","71","","None","0","0","0","","0","","","2021-04-02","2012-05-30","5","Low","Not Rated","","Not Required","","https://damsafety.org/arizona","South Pacific Division","Sacramento District",""
"Heart Lake","","","CO01916","","CO01916","FISH & CROSS RANCH (SNYDER, TYLER)","Private","Private","0","","Yes","Irrigation","Irrigation","Colorado","580111","40.108078","-107.041709","Colorado","Rio Blanco","YAMPA","11","WATSON CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","14","14","14","14","Less than 25 feet","126","2642","1892","Before 1900","","443","443","283","40","0","105","Uncontrolled","5","0","0","","0","","","2022-12-22","2015-08-06","6","Low","Fair","2021-05-14","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Wall Development Company Dam","Wall Reservoir Dam","","WY01277","","WY01277","Wall Development Company c/o James D. Eyre","Private","Private","0","","Yes","Irrigation","Irrigation","Wyoming","5612R","41.3337","-110.3883","Wyoming","Uinta","FORT BRIDGER MILITARY RES.","0","QUARRY CRK, TR BLACKS FORK CRK","Congressional District 00, Wyoming","28","Yes","Yes","SEO","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","27","22","27","27","25-50 feet","1650","34728","1949","1940-1949","","1260","1260","870","112","3.1","390","Uncontrolled","50","","","","","","Valve1","2022-03-17","2020-06-03","5","Significant","","2020-06-03","Not Required","","https://damsafety.org/wyoming","Northwestern Division","Sacramento District",""
"Chepeta Lake","","","UT00069","","UT00069","WHITEROCKS IRRIGATION COMPANY","Private","Private","0","","No","Irrigation","Irrigation","Utah","UT00069","40.78852318","-110.0157075","Utah","Duchesne","WHITEROCKS","30","WHITEROCKS RIVER","Congressional District 01, Utah","32,5N~1W US","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","35","42","42","25-50 feet","1670","","1944","1940-1949","","2910","2910","2812","","6","300","","","","","","","","","2021-03-17","2020-06-24","1","High","Fair","","Yes","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Fruita #3","","","CO00315","","CO00315","CITY OF FRUITA","Local Government","Local Government","0","USDA NRCS","Yes","Water Supply","Water Supply","Colorado","730104","38.853331","-108.783897","Colorado","Mesa","DEWEY, UTAH","27","HAYPRESS CREEK","Congressional District 03, Colorado","S10,T.14S,R.101W, 6TH PM","Yes","Yes","DWR","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","Earth","Rock;Soil","45","45","52","52","51-100 feet","564","263","1932","1930-1939","","51","51","31","4","0","345","Uncontrolled","10","0","0","","0","","Uncontrolled;Valve","2022-12-22","2022-08-04","6","Low","Satisfactory","2019-09-17","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Chevron Gypsum","","","WY01592","","WY01592","SIMPLOT PHOSPHATES, LLC","Private","Private","0","JOHN E. GARLANGER","No","Other","Other","Wyoming","8917R","41.5367","-109.15960000000001","Wyoming","Sweetwater","ROCK SPRINGS","0","JASON DRAW","Congressional District 00, Wyoming","16","Yes","Yes","SEO","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","53","28","67","67","51-100 feet","3900","","1986","1980-1989","","295","0","295","35","1.8","0","None","0","","","","","","None","2023-01-05","2022-06-27","5","Low","Fair","2022-06-27","Not Required","","https://damsafety.org/wyoming","South Pacific Division","Sacramento District",""
"Seaverson","","","WY00182","","WY00182","DUANE & DEBORAH RODEWALD","Private","Private","0","","Yes","Fire Protection, Stock, Or Small Fish Pond","Recreation;Fire Protection, Stock, Or Small Fish Pond","Wyoming","7467R","41.613889","-107.709167","Wyoming","Carbon","SEE REMARKS","0","FILLMORE CREEK","Congressional District 00, Wyoming","24","Yes","Yes","SEO","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Soil","14","9","14","14","Less than 25 feet","800","6300","1920","1920-1929","","810","810","336","74","0","0","Uncontrolled","10","","","","","","Valve1","2022-03-17","2018-10-16","5","Low","Poor","2018-10-16","Not Required","","https://damsafety.org/wyoming","Northwestern Division","Sacramento District",""
"Spring Creek","","","CO02086","","CO02086","CARL KLECKNER","Private","Private","","","Yes","Irrigation","Irrigation;Water Supply;Fire Protection, Stock, Or Small Fish Pond","Colorado","780107","37.389174","-107.128347","Colorado","Archuleta","BLANCO, NM","72","SPRING CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","13","13","13","13","Less than 25 feet","208","","1930","1930-1939","","70","70","46","6","0","800","Uncontrolled","38","0","0","","0","","","2022-12-22","1987-08-24","6","Low","Fair","2008-08-18","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Price Stormwater Db (Cove Basin Park)","","","UT00794","","UT00794","PRICE MUNICIPAL CORPORATION","Private","Private","0","","No","Flood Risk Reduction","Flood Risk Reduction","Utah","UT00794","39.62120708","-110.8046966","Utah","Carbon","PRICE","0.1","","Congressional District 03, Utah","09,14S~10E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","10","13","13","Less than 25 feet","754","","1996","1990-1999","","12","","12","","0","","","","","","","","","","2021-03-17","2020-10-01","3","Significant","Not Rated","","Yes","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Cerro","Montrose","","CO00237","","CO00237","CITY OF MONTROSE (BRIES, DAVID)","Local Government","Local Government","0","","","Water Supply","Water Supply","Colorado","620105","38.445809","-107.637519","Colorado","Montrose","MONTROSE","15","UNCOMPAHGRE RIVER-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","Earth","Rock;Soil","53","67","72","72","51-100 feet","880","790","1966","1960-1969","","817","817","675","28","0","790","None","10","0","0","","0","","Slide (sluice gate);Uncontrolled;Valve","2022-12-22","2022-06-29","1","High","Satisfactory","2022-06-29","Yes","2020-05-19","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Sappington","","","CO01408","","CO01408","ALPINE LAKES RANCH DITCH CO. (SMITH, RON)","Private","Private","0","","No","Fire Protection, Stock, Or Small Fish Pond","Irrigation;Fish and Wildlife Pond;Fire Protection, Stock, Or Small Fish Pond","Colorado","770101","37.088556","-106.858859","Colorado","Archuleta","DULCE, NM","18","COYOTE CREEK-TR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","55","55","60","60","51-100 feet","390","","1981","1980-1989","","421","421","312","20","0","800","Uncontrolled","20","0","0","","0","","Slide (sluice gate)1","2022-12-22","2022-09-27","2","Significant","Fair","2022-09-27","Yes","2008-05-01","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Echo Lake","Malone'S Reservoir","","CO02914","","CO02914","DON HITCHBORN","Private","Private","0","","Yes","","","Colorado","720417","39.475004999999996","-108.638076","Colorado","Garfield","FRUITA","25","BIG SALT WASH","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","23","19","23","23","Less than 25 feet","305","0","1910","1910-1919","","138","138","96","10","4","280","Uncontrolled","18","0","0","","0","","","2022-12-22","1995-04-07","0","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Wyman","","","CO02202","","CO02202","YELLOW JACKET RANCH, LTD (DAVIDSON, CHARLES)","Private","Private","0","","No","Irrigation","Irrigation","Colorado","440218","40.171676","-107.732227","Colorado","Rio Blanco","MAYBELL","21","LITTLE BEAVER CR","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","27","27","27","27","25-50 feet","495","28518","1903","1900-1909","","145","145","92","10","1","15","Uncontrolled","9","0","0","","0","","","2022-12-22","2017-07-21","6","Low","Satisfactory","2020-06-16","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Case #1 Dam","","","CO01940","","CO01940","US FISH AND WILDLIFE SERVICE","Federal","Federal","0","MODIFICATION DESIGN BY FWS REGION 6","No","Fish and Wildlife Pond","Irrigation;Fish and Wildlife Pond;Flood Risk Reduction","Fish and Wildlife Service","CO01940","39.5","-106.316666","Colorado","Eagle","","","ANTELOPE CREEK","Congressional District 02, Colorado","S13,T8N,R80W","Yes","Yes","DWR","Yes","Yes","Yes","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Earth","Earth","","","15","12","15","15","Less than 25 feet","1635","26400","1908","1900-1909","2002H;2002S","230","230","127","24.6","0.32","783","","78","0","0","","0","","Other Controlled","2021-05-21","2018-09-12","5","Low","Satisfactory","2018-09-12","Not Required","","https://www.fws.gov/","Northwestern Division","Sacramento District",""
"Van Tassell Land & Livestock LLC","","","UT50487","","UT50487","VAN TASSELL LAND & LIVESTOCK LLC","Private","Private","0","","No","Other","Other","Utah","UT50487","40.26020384","-110.1619071","Utah","Duchesne","","","","Congressional District 01, Utah","31,2S~2W US","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","7","10","10","Less than 25 feet","100","","2002","Since 2000","","15","","15","","","7","","12","","","","","","","2021-03-17","","2","Significant","Not Rated","","No","","https://damsafety.org/utah","Northwestern Division","Sacramento District",""
"Sellers-Crowell","","","CO02102","","CO02102","CROSS MOUNTAIN RANCH (AND JUDY GREEN) (QUICK, STAC","Private","Private","0","","Yes","Irrigation","Irrigation;Water Supply;Fire Protection, Stock, Or Small Fish Pond","Colorado","440207","40.256676","-107.232227","Colorado","Routt","CRAIG","24","WILLOW CREEK-OS","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","18","18","18","18","Less than 25 feet","362","13377","1914","1910-1919","","181","181","106","15","1","294","Uncontrolled","50","0","0","","0","","","2022-12-22","2019-07-16","6","Low","Fair","2017-07-31","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Clark","Delta City #1","","CO00478","","CO00478","CITY OF DELTA (CAUDLE, CASEY)","Local Government","Local Government","0","USDA NRCS","Yes","Water Supply","Irrigation;Water Supply","Colorado","400203","38.920004999999996","-108.078903","Colorado","Delta","DELTA","15","OAK CREEK-TR","Congressional District 03, Colorado","S13,T13S,R.96W, 6TH PM","Yes","Yes","DWR","Yes","Yes","Yes","","","Natural Resources Conservation Service","","","","","","Earth","Earth","Earth","Soil","19","19","22","22","Less than 25 feet","730","29910","1952","1950-1959","","64","64","39","5","0","600","None","20","0","0","","0","","Slide (sluice gate);Uncontrolled","2022-12-22","2020-06-10","6","Low","Not Rated","","Not Required","","https://damsafety.org/colorado","South Pacific Division","Sacramento District",""
"Ridges Basin","","","CO02952","","CO02952","RECLAMATION","Federal","Federal","0","RECLAMATION","No","Water Supply","Water Supply","Bureau of Reclamation","","37.2194","-107.89540000000001","Colorado","La Plata","DURANGO","0","BASIN CREEK","Congressional District 03, Colorado","","Yes","Yes","DWR","Yes","Yes","Yes","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Earth","Earth","","","272.7","217","273","273","Greater than 100 feet","1642","5120000","2008","Since 2000","","135721","135721","121070","1548","10048","","","0","0","0","","0","","","2021-05-24","2020-09-09","1","High","Not Available","","Yes","2021-01-11","https://www.usbr.gov/ssle/damsafety/","South Pacific Division","Sacramento District",""
"Bowns (Lower)","","","UT00187","","UT00187","UTAH SANDY RANCE","Private","Private","0","","No","Irrigation","Irrigation","Utah","UT00187","38.10850619","-111.272391","Utah","Garfield","NOTOM","13","PLEASANT & OAK CREEKS","Congressional District 02, Utah","17,31S~6E SL","Yes","Yes","Utah Division of Water Rights","Yes","Yes","Yes","","","","","","","","","Earth","Earth","","","","49","56","56","51-100 feet","511","","1960","1960-1969","","4372","4372","3475","","0.9","77","","","","","","","","","2021-03-17","2019-07-16","2","Significant","Not Rated","","Yes","","https://damsafety.org/utah","South Pacific Division","Sacramento District",""
