,Spillway Type,Dam Length (Ft),Federal Agency Involvement Other,Dam Name,Other Structure ID,Federal Agency Involvement Operation,Foundation,EAP Prepared,Core Types,Purposes,Congressional District,Surface Area (Acres),"Section, Township, or Range Location",Drainage Area (Sq Miles),Hydraulic Height (Ft),Federal Agency Involvement Design,Length of Locks,Primary Owner Type,City,geometry,Primary Dam Type,Owner Types,State Permitting Authority,River or Stream Name,Secondary Lock Width (Ft),Federal Agency Involvement Construction,NID Height Category,NID Storage (Acre-Ft),Federal Agency Involvement Funding,Years Modified,Other Names,Dam Height (Ft),State Jurisdictional Dam,County,Lock Width (Ft),EAP Last Revision Date,Length of Secondary Lock,Federal ID,Number of Associated Structures,State Regulated Dam,Distance to Nearest City (Miles),Year Completed Category,Dam Types,State Enforcement Authority,State Inspection Authority,Structural Height (Ft),Latitude,Hazard Potential Classification,Year Completed,Owner Names,NID Height (Ft),Source Agency,Condition Assessment,Inspection Frequency,Volume (Cubic Yards),Designer Names,Condition Assessment Date,Primary Purpose,Website URL,NID ID,Data Last Updated,Max Storage (Acre-Ft),State Regulatory Agency,Max Discharge (Cubic Ft/Second),Former Names,Federal Agency Involvement Inspection,Non-Federal Dam on Federal Property,Longitude,State or Federal Agency ID,Spillway Width (Ft),Federal Agency Involvement Regulatory,Normal Storage (Acre-Ft),Federal Agency Owners,State,Outlet Gate Type,Number of Locks,Last Inspection Date
908,Controlled,810,Bureau of Indian Affairs,Lower Mundo,,Bureau of Indian Affairs,,Yes,,"Fish and Wildlife Pond;Recreation;Flood Risk Reduction;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, New Mexico",,S27 T31N R1W 23,,,Bureau of Indian Affairs,0,Federal,LUMBERTON,,Earth,Federal,No,AMARGO CREEK -TR,,Bureau of Indian Affairs,51-100 feet,1400,Bureau of Indian Affairs,,,,No,Rio Arriba,0,2015-06-11,,NM00190,0,No,4,1960-1969,Earth,No,No,64,36.87439,High,1969,BIA,64,Bureau of Indian Affairs,Not Available,5,0,,,Flood Risk Reduction,https://www.bia.gov/bia/ots/dwp/safety-dams,NM00190,2018-10-04,,,,,Bureau of Indian Affairs,No,-106.9316,,0,Bureau of Indian Affairs,1400,Bureau of Indian Affairs,New Mexico,,0,2012-07-12
909,,1460,,Chimney Detention Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 03, New Mexico",,"S5, 021N, 006W",,20,Bureau of Land Management,0,Federal,"Cuba, NM",,Gravity,Federal,No,CANADA ALAMOS OFFSTR,,Bureau of Land Management,Less than 25 feet,185,Bureau of Land Management,,,,No,Sandoval,0,,,NM00051,0,No,30,Undetermined,Gravity,No,No,24,36.082,Low,,DOI BLM,24,Bureau of Land Management,Not Rated,5,67344,Unknown,,Debris Control,https://www.blm.gov/,NM00051,2021-04-29,185,,39,,Bureau of Land Management,No,-107.486,L1840068,,Bureau of Land Management,,Bureau of Land Management,New Mexico,,0,2020-06-09
910,None,3150,,Calpet Cell #9,,,Rock;Soil,Not Required,Earth,Other,"Congressional District 00, Wyoming",13,21,0,44,,,Private,HWY 189,,Earth,Private,Yes,DRY PINE CREEK,,,25-50 feet,341,,,,47,Yes,Sublette,,,,WY02428,0,Yes,10,Since 2000,Earth,Yes,Yes,47,42.3956,Low,2008,"CALPET, LLC ATTN: HARDING & CARBONE, INC",47,Wyoming,Fair,5,287517,GARETH POWELL,2021-05-26,Other,https://damsafety.org/wyoming,WY02428,2022-03-17,341,SEO,0,,,No,-110.27890000000001,13117R,0,,341,,Wyoming,None,,2021-05-26
911,Uncontrolled,470,,Dale,,,Soil,Yes,Earth,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 02, Colorado",6,,1,22,,0,Private,PARSHALL,,Earth,Private,Yes,SOUTH BATTLE CR-TR,,,25-50 feet,78,,2002,Dale #1,23,Yes,Grand,0,2002-10-15,,CO02176,0,Yes,5,1920-1929,Earth,Yes,Yes,29,39.921858,Significant,1926,"FARRELL, CONWAY",29,Colorado,Fair,2,13362,GEORGE FOSHA;UNKNOWN,2021-08-27,Irrigation,https://damsafety.org/colorado,CO02176,2022-12-22,78,DWR,530,,,No,-106.171112,510104,10,,48,,Colorado,Slide (sluice gate)1,0,2021-08-27
912,Uncontrolled,910,,Casto,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Colorado",99,,9,21,,0,Private,GATEWAY,,Earth,Private,Yes,GILL CREEK,,,25-50 feet,1298,,2009,,26,Yes,Mesa,0,2022-06-02,,CO00294,0,Yes,23,1940-1949,Earth,Yes,Yes,26,38.730005,Significant,1940,"JOHN HENDRICKS (SISSON, ALAN)",26,Colorado,Fair,2,22021,"WRIGHT WATER ENG., INC.",2022-06-02,Irrigation,https://damsafety.org/colorado,CO00294,2022-12-22,1298,DWR,1470,,,Yes,-108.677235,630104,50,,803,,Colorado,Slide (sluice gate);Slide (sluice gate);Uncontrolled,0,2022-06-02
913,None,420,,Dreyfus,,,Rock;Soil,Not Required,Earth,Irrigation,"Congressional District 03, Colorado",6,,1,24,,0,Private,CEDAREDGE,,Earth,Private,Yes,SURFACE CREEK-TR,,,25-50 feet,170,,,,24,Yes,Delta,0,,,CO00570,0,Yes,11,1960-1969,Earth,Yes,Yes,29,39.020019999999995,Low,1961,"WARD, STEPHEN",29,Colorado,Satisfactory,6,25885,,2016-09-22,Irrigation,https://damsafety.org/colorado,CO00570,2022-12-22,170,DWR,848,,,Yes,-107.862203,400221,25,,45,,Colorado,Slide (sluice gate);Uncontrolled,0,2021-06-15
914,Uncontrolled,575,Bureau of Reclamation,Scofield,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Irrigation,"Congressional District 03, Utah",2810,,161,66,,0,Federal,HELPER,,Earth,Federal,No,PRICE RIVER,,,51-100 feet,87900,Bureau of Reclamation,1997E;1997F;1997S;2008,,99,No,Carbon,0,2020-09-23,,UT10133,0,No,23,1940-1949,Earth,No,No,99,39.7868,High,1945,RECLAMATION,99,Bureau of Reclamation,Not Available,1,204000,,,Irrigation,https://www.usbr.gov/ssle/damsafety/,UT10133,2021-05-24,87900,,6200,,Bureau of Reclamation,No,-111.1199,,40,Bureau of Reclamation,73600,Bureau of Reclamation,Utah,,0,2020-10-07
915,None,853,,Lake Arrowhead,,,Rock,Yes,Earth,Recreation;Water Supply,"Congressional District 03, Colorado",44,,0,34,,0,Private,DELTA,,Earth,Private,Yes,E FORK LITTLE BLUE CREEK,,,25-50 feet,554,,,,27,Yes,Gunnison,0,2018-09-12,,CO01359,0,Yes,64,1970-1979,Earth,Yes,Yes,43,38.306661999999996,Significant,1979,ARROWHEAD RANCH WATER COMPANY,43,Colorado,Fair,2,79029,,2022-10-20,Recreation,https://damsafety.org/colorado,CO01359,2022-12-22,554,DWR,3200,,,,-107.353223,620119,75,,334,,Colorado,None;Uncontrolled,0,2022-10-20
916,Controlled,1285,Bureau of Reclamation,Flaming Gorge,,Bureau of Reclamation,Rock,Yes,Bituminous Concrete,Recreation;Hydroelectric;Water Supply;Flood Risk Reduction,"Congressional District 01, Utah",42040,,15000,448,,0,Federal,GREENDALE JUNCTION,,Concrete,Federal,No,GREEN RIVER,,,Greater than 100 feet,4003100,Bureau of Reclamation,,,502,No,Daggett,0,2020-08-26,,UT10121,0,No,35,1960-1969,Arch;Concrete,No,No,502,40.9149,High,1963,RECLAMATION,502,Bureau of Reclamation,Not Available,1,986600,,,Flood Risk Reduction,https://www.usbr.gov/ssle/damsafety/,UT10121,2021-05-24,4003100,,28800,,Bureau of Reclamation,No,-109.42190000000001,,34,Bureau of Reclamation,3788900,Bureau of Reclamation,Utah,,0,2019-10-24
917,Uncontrolled,437,,Trull Creek #1,,,,Not Required,,"Irrigation;Fire Protection, Stock, Or Small Fish Pond","Congressional District 03, Colorado",17,"S24,T.07N,R.86W, 6TH PM",8,34,Natural Resources Conservation Service,0,Private,MILNER,,Earth,Private,Yes,TRULL CREEK,,,25-50 feet,270,,,,34,Yes,Routt,0,,,CO01032,0,Yes,6,1970-1979,Earth,Yes,Yes,34,40.544171,Low,1972,BETH ANN FINDELL (DOUG MATHEWS),34,Colorado,Satisfactory,6,51117,USDA NRCS,2022-06-08,Irrigation,https://damsafety.org/colorado,CO01032,2022-12-22,270,DWR,1450,,,No,-106.978615,580204,50,,185,,Colorado,,0,2018-10-23
918,Uncontrolled,900,,Crescent Wash Dam,,Bureau of Land Management,Soil,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 03, Utah",41,,19,31,Bureau of Land Management,0,Federal,"CRESCENT JUNCTION, UTAH",,Gravity,Federal,No,N/A,,Bureau of Land Management,25-50 feet,26,Bureau of Land Management,1992S,,,No,Grand,0,,,UT00367,,No,4,1950-1959,Gravity,No,No,33,38.9823,Low,1952,DOI BLM,33,Bureau of Land Management,Unsatisfactory,5,65013,UNKNOWN,,Debris Control,https://www.blm.gov/,UT00367,2021-04-29,26,,2750,,Bureau of Land Management,No,-109.82010000000001,L63105,2.5,Bureau of Land Management,0,Bureau of Land Management,Utah,,0,2020-11-30
919,None,750,,Holy Terror,,,Rock;Soil,Not Required,Earth,Irrigation,"Congressional District 03, Colorado",16,,0,17,,0,Private,HOTCHKISS,,Earth,Private,Yes,TERROR CREEK-TR,,,Less than 25 feet,218,,,,17,Yes,Delta,0,,,CO00573,0,Yes,22,Before 1900,Earth,Yes,Yes,17,39.007298,Low,1893,LEROUX CREEK WATER USERS ASSOCIATION,17,Colorado,Satisfactory,6,22917,,2021-09-09,Irrigation,https://damsafety.org/colorado,CO00573,2022-12-22,218,DWR,1000,,,Yes,-107.66738,400319,35,,170,,Colorado,Slide (sluice gate);Uncontrolled,0,2016-08-24
920,,920,,Pacificorp - Electric Lake,,,,Yes,,Water Supply,"Congressional District 03, Utah",,"17,14S~6E SL",30,217,,,Private,HUNTINGTON,,Earth,Private,Yes,HUNTINGTON CREEK,,,Greater than 100 feet,35500,,,,,Yes,Emery,,,,UT00100,0,Yes,24,1970-1979,Earth,Yes,Yes,229,39.60518266,High,1974,PACIFICORP-HUNTINGTON PLANT,229,Utah,Satisfactory,1,,,,Water Supply,https://damsafety.org/utah,UT00100,2021-03-17,35500,Utah Division of Water Rights,90,,,No,-111.2157291,UT00100,,,31500,,Utah,,,2020-08-12
921,,,,Whiskey Lake,,,,No,,,"Congressional District 03, New Mexico",,,,,,0,Not Listed,,,,Not Listed,No,,,,25-50 feet,187,,,,25,No,McKinley,0,,,NM00391,0,No,0,Undetermined,,No,No,,35.972500000000004,Undetermined,,,25,Bureau of Indian Affairs,Not Available,0,0,,,,https://www.bia.gov/bia/ots/dwp/safety-dams,NM00391,2018-10-04,,,,,,No,-108.816,,0,,187,,New Mexico,,0,
922,Uncontrolled,359,,Bull Basin #1,,,,Not Required,,Irrigation,"Congressional District 03, Colorado",13,,1,20,,0,Private,MOLINA,,Earth,Private,Yes,BULL CREEK,,,Less than 25 feet,177,,,Big Bull Basin,20,Yes,Mesa,0,,,CO00967,0,Yes,9,1920-1929,Earth,Yes,Yes,20,39.068717,Low,1920,UTE WATER CONSERVANCY DISTRICT,20,Colorado,Not Rated,6,0,,,Irrigation,https://damsafety.org/colorado,CO00967,2022-12-22,177,DWR,260,,,Yes,-108.021523,720110,12,,125,,Colorado,,0,2020-07-09
923,Uncontrolled,3400,,Granby #5-11,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Colorado",72,,2,30,,0,Private,CEDAREDGE,,Earth,Private,Yes,DIRTY GEORGE CREEK-TR,,,25-50 feet,1135,,2002,Granby #5-#11,30,Yes,Delta,0,2020-03-01,,CO00720,0,Yes,12,1930-1939,Earth,Yes,Yes,31,38.998337,High,1930,"GRANBY DITCH & RESERVOIR CO. (THOMPSON, BRIAN)",31,Colorado,Fair,1,22381,BUCKHORNGEOTECH,2022-07-28,Irrigation,https://damsafety.org/colorado,CO00720,2022-12-22,1135,DWR,588,,,Yes,-108.035565,400307,18,,775,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-07-28
924,Controlled,2600,Bureau of Indian Affairs,Many Farms,,Bureau of Indian Affairs,,Yes,,Irrigation;Recreation,"Congressional District 01, Arizona",,UNSURVEYED,,,Bureau of Indian Affairs,0,Federal,MANY FARMS,,Earth,Federal,No,SHEEP DIP CREEK,,Bureau of Indian Affairs,25-50 feet,18000,Bureau of Indian Affairs,,Many Farms Lake,,No,Apache,0,2005-07-04,,AZ10304,0,No,2,1940-1949,Earth,No,No,45,36.35691,High,1943,BIA,45,Bureau of Indian Affairs,Not Available,5,0,,,Irrigation,https://www.bia.gov/bia/ots/dwp/safety-dams,AZ10304,2018-10-04,,,,,Bureau of Indian Affairs,No,-109.5967,,0,Bureau of Indian Affairs,18000,Bureau of Indian Affairs,Arizona,,0,2012-10-31
925,Uncontrolled,2870,,Stateline,,Bureau of Reclamation,,Yes,,Irrigation,"Congressional District 01, Utah",306,"S17, T3N, R14E",49,121,,0,Federal,"ROBERTSON, WYO.",,Earth,Federal,No,E. FORK SMITHS FORK,,,Greater than 100 feet,15932,Bureau of Reclamation,,,,No,Summit,0,2020-08-27,,UT10156,2,No,15.5,1970-1979,Earth,No,No,148,40.9885,High,1979,RECLAMATION,148,Bureau of Reclamation,Not Available,1,1200000,,,Irrigation,https://www.usbr.gov/ssle/damsafety/,UT10156,2021-05-24,15932,,400,,Bureau of Reclamation,No,-110.3857,,0,Bureau of Reclamation,14020,Bureau of Reclamation,Utah,,0,2020-07-15
926,None,755,,Grove Creek #2,,,Rock;Soil,Not Required,Earth,Irrigation,"Congressional District 03, Colorado",39,"S02,T.11S,R.94W, 6TH PM",0,11,Natural Resources Conservation Service,0,Private,COLLBRAN,,Earth,Private,Yes,GROVE CREEK,,,Less than 25 feet,364,,1956H;1956M;1956S,"Emerson & Libby #2, Libby Mo, Anderson",13,Yes,Mesa,0,,,CO00956,0,Yes,10,1910-1919,Earth,Yes,Yes,16,39.126678,Low,1911,LARAMIE ENERGY LLC,16,Colorado,Satisfactory,6,7725,CHARLES MITCHELL;USDA NRCS,2017-07-19,Irrigation,https://damsafety.org/colorado,CO00956,2022-12-22,364,DWR,33865,,,Yes,-107.848903,720134,2036,,76,,Colorado,Slide (sluice gate)1,0,2021-07-08
927,Uncontrolled,570,,Youngs Creek #3,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Colorado",24,,0,21,,0,Private,CEDAREDGE,,Earth,Private,Yes,YOUNGS CREEK,,,Less than 25 feet,313,,,,21,Yes,Delta,0,2020-03-01,,CO00655,0,Yes,13,Before 1900,Earth,Yes,Yes,21,39.04334,Significant,1894,"YOUNGS CREEK RESERVOIR CO. (BOB ANDERSON, PRESIDEN",21,Colorado,Fair,2,25713,,2022-07-08,Irrigation,https://damsafety.org/colorado,CO00655,2022-12-22,313,DWR,656,,,Yes,-107.922235,400609,15,,193,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-07-08
928,,1500,,Loyd`S Lake(Monticello),,,,Yes,,Irrigation,"Congressional District 03, Utah",,"02,34S~23E SL",13,125,,,Private,MONTICELLO,,Earth,Private,Yes,SO. CREEK & POLE CREEK,,,Greater than 100 feet,4300,,,,,Yes,San Juan,,,,UT00349,0,Yes,1,1980-1989,Earth,Yes,Yes,133,37.85684432,High,1984,SAN JUAN WATER CONSERVANCY DISTRICT,133,Utah,Satisfactory,1,,,,Irrigation,https://damsafety.org/utah,UT00349,2021-03-17,4300,Utah Division of Water Rights,140,,,No,-109.3590064,UT00349,,,3500,,Utah,,,2020-09-03
929,Uncontrolled,660,,Deep Slough,,,Rock;Soil,Yes,Earth,Irrigation;Recreation,"Congressional District 03, Colorado",54,,2,21,,0,Private,CEDAREDGE,,Earth,Private,Yes,WARD CREEK,,,Less than 25 feet,847,,,Reservoir #13,21,Yes,Delta,0,2020-03-01,,CO00564,0,Yes,9,1960-1969,Earth,Yes,Yes,23,39.028352999999996,High,1965,"SURFACE CREEK DITCH & RESERVOIR CO. (WAIBEL, KEITH",23,Colorado,Fair,1,34120,,2022-06-14,Irrigation,https://damsafety.org/colorado,CO00564,2022-12-22,847,DWR,882,,,Yes,-107.992418,400213,30,,523,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-06-14
930,Uncontrolled,570,,Grand Mesa #8,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Colorado",37,,3,16,,0,Private,WHITEWATER,,Earth,Private,Yes,KANNAH CREEK,,,Less than 25 feet,678,,,,21,Yes,Mesa,0,2022-01-18,,CO00827,0,Yes,27,1900-1909,Earth,Yes,Yes,21,39.041672999999996,Significant,1901,GRAND MESA RESERVOIR CO.,21,Colorado,Fair,2,9400,,2021-07-21,Irrigation,https://damsafety.org/colorado,CO00827,2022-12-22,678,DWR,830,,,Yes,-108.050567,420122,76,,384,,Colorado,Slide (sluice gate);Uncontrolled,0,2021-07-21
931,Uncontrolled,751,,Detention 1594 #3 Dam,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 00, Wyoming",19,,,24,Bureau of Land Management,0,Federal,,,Gravity,Federal,No,Windmill Draw,,Bureau of Land Management,25-50 feet,84.8,Bureau of Land Management,,,,No,Sweetwater,0,,,WY01474,,No,0,1960-1969,Gravity,No,No,28,41.29896,Low,1961,DOI BLM,28,Bureau of Land Management,Poor,5,29640,UNKNOWN,,Debris Control,https://www.blm.gov/,WY01474,2021-04-29,84.8,,,,Bureau of Land Management,No,-107.97942,L63562,2,Bureau of Land Management,,Bureau of Land Management,Wyoming,None,0,2016-07-14
932,,860,,Long Park (Daggett),,,,Yes,,Irrigation,"Congressional District 01, Utah",,"13,2N~18E SL",2,106,Natural Resources Conservation Service,,Private,MANILLA-LUSCERNE VAL,,Earth,Private,Yes,SHEEP CREEK,,,Greater than 100 feet,16658,,,,,Yes,Daggett,,,,UT00365,0,Yes,13,1980-1989,Earth,Yes,Yes,112,40.91352907,High,1980,SHEEP CREEK IRRIGATION COMPANY,112,Utah,Satisfactory,1,,USDA NRCS,,Irrigation,https://damsafety.org/utah,UT00365,2021-05-24,16658,Utah Division of Water Rights,320,,,No,-109.8723718,UT00365,,,13700,,Utah,,,2020-09-03
933,None,500,,Carbonate Camp #7,,,Rock;Soil,Not Required,Earth,Irrigation,"Congressional District 03, Colorado",22,,0,12,,0,Private,CEDAREDGE,,Earth,Private,Yes,YOUNGS CREEK,,,Less than 25 feet,163,,,Hay Park #2,12,Yes,Delta,0,,,CO00475,0,Yes,9,Before 1900,Earth,Yes,Yes,12,39.03183,Low,1890,"MACFARLANE, DAN",12,Colorado,Satisfactory,6,7714,,2020-03-11,Irrigation,https://damsafety.org/colorado,CO00475,2022-12-22,163,DWR,83,,,Yes,-107.896153,400134,8,,108,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-08-16
934,Uncontrolled,2350,,Carl Smith,,,Soil,Yes,Earth,Irrigation;Water Supply,"Congressional District 03, Colorado",44,,1,59,,0,Private,LAZEAR,,Earth,Private,Yes,LEROUX CREEK,,,51-100 feet,1104,,,Patterson #3,52,Yes,Delta,0,2011-02-21,,CO00629,0,Yes,11,Since 2000,Earth,Yes,Yes,70,38.960865999999996,High,2000,LEROUX CREEK WATER USERS ASSOCIATION,70,Colorado,Fair,1,65933,,2022-05-19,Irrigation,https://damsafety.org/colorado,CO00629,2022-12-22,1104,DWR,2475,,,Yes,-107.752194,400517,90,,920,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-05-19
935,,460,,Tatum Reservoir,,Bureau of Land Management,Unlisted/Unknown,Not Required,Earth;Unlisted/Unknown,Debris Control,"Congressional District 03, Colorado",2.71,,,20,Bureau of Land Management,0,Federal,NONE,,Gravity,Federal,No,UNNAMED,,Bureau of Land Management,25-50 feet,121.82000000000001,Bureau of Land Management,,,,No,Delta,0,,,CO03025,,No,0,1950-1959,Gravity,No,No,28,38.73907,Low,1959,DOI BLM,28,Bureau of Land Management,Not Rated,5,15972,UNKNOWN,,Debris Control,https://www.blm.gov/,CO03025,2021-04-29,11.82,,,,Bureau of Land Management,No,-108.24837,L63669,,Bureau of Land Management,121.82000000000001,Bureau of Land Management,Colorado,,0,2012-04-18
936,None,359,,Bull Creek #1,,,,Not Required,,Irrigation;Water Supply,"Congressional District 03, Colorado",10,,0,13,,0,Private,GRAND JUNCTION,,Earth,Private,Yes,BULL CREEK,,,Less than 25 feet,133,,,,13,Yes,Mesa,0,,,CO00915,,Yes,25,Before 1900,Earth,Yes,Yes,13,39.066677,Low,1895,"BULL CREEK RES. CO. (GROO, JOHN)",13,Colorado,Not Rated,6,0,,,Irrigation,https://damsafety.org/colorado,CO00915,2022-12-22,133,DWR,588,,,Yes,-108.018906,720112,20,,79,,Colorado,,0,1984-09-24
937,,3300,,Calpet Cell #7,,,Rock;Soil,Not Required,Earth,Other,"Congressional District 00, Wyoming",,27,,27,,,Private,HWY 189,,Earth,Private,Yes,DRY PINE CREEK,,,25-50 feet,164,,,,27,Yes,Sublette,,,,WY02586,0,Yes,10,Since 2000,Earth,Yes,Yes,27,42.39,Low,2006,"CALPET, LLC ATTN: HARDING & CARBONE, INC",27,Wyoming,Fair,5,,GARTH POWELL,2021-05-26,Other,https://damsafety.org/wyoming,WY02586,2022-03-17,164,SEO,,,,No,-110.26610000000001,12469R,0,,164,,Wyoming,None,,2021-05-26
938,Uncontrolled,3500,,No. 5a,,,Soil,Not Required,Earth,Tailings,"Congressional District 00, Wyoming",200,33,200.5,52,,,Private,FLAMING GORGE RESERVOIR,,Earth,Private,Yes,ALLIED DRAW,,,51-100 feet,5556,,1991,Enl of 7687r,58,Yes,Sweetwater,,,,WY02049,0,Yes,0,1970-1979,Earth,Yes,Yes,70,41.582,Low,1975,TATA CHEMICALS NORTH AMERICA,70,Wyoming,Fair,5,550000,FRANK J. TRELEASE,2019-11-13,Tailings,https://damsafety.org/wyoming,WY02049,2022-03-17,5556,SEO,177,,,Yes,-109.72800000000001,9558R,30,,5556,,Wyoming,Slide (sluice gate)1,,2019-11-13
939,None,3200,,Intercity Wastewater Treatment(Cell 2),,,Soil,Not Required,Earth,Other,"Congressional District 00, Wyoming",39,13,0,7,,,Public Utility,ROCK SPRINGS,,Earth,Public Utility,Yes,"BITTER CRK, TRIB. GREEN RIVER",,,Less than 25 feet,529,,,,10,Yes,Sweetwater,,,,WY02257,0,Yes,5,1990-1999,Earth,Yes,Yes,9,41.5422,Low,1990,WEST SIDE WATER AND SEWER DISTRICT,10,Wyoming,Fair,5,,WAYNE L. JOHNSON,2022-06-27,Other,https://damsafety.org/wyoming,WY02257,2023-01-05,0,SEO,0,,,No,-109.31620000000001,9585R-2,0,,529,,Wyoming,None,,2022-06-27
940,Uncontrolled,170,,Lake Oowah Dam (Fs),,Forest Service,Soil,Not Required,Earth,Fish and Wildlife Pond;Recreation,"Congressional District 03, Utah",3,,4,25,Forest Service,,Federal,"MOAB, UT",,Earth,Federal,Yes,SO FORK MILL CREEK,,Forest Service,25-50 feet,52,Forest Service,1989F,,33,Yes,Grand,,,,UT10109,0,Yes,19,1960-1969,Earth,Yes,Yes,38,38.501692999999996,Significant,1965,USDA FS,38,Forest Service,Poor,,,,2016-02-24,Recreation,https://www.fs.usda.gov/eng/dams/,UT10109,2021-05-17,52,Utah Division of Water Rights,450,,Forest Service,No,-109.273931,041004 0020,5,Forest Service,25,Forest Service,Utah,Uncontrolled,,2019-07-12
941,Uncontrolled,1219,,Dawson,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Colorado",29,,0,19,,0,Private,PLATEAU CITY,,Earth,Private,Yes,E FORK BIG CREEK-TR,,,Less than 25 feet,290,,1968H;1968M;1968S;1998S;2002S,Lambert,18,Yes,Mesa,0,,,CO00890,0,Yes,11,1910-1919,Earth,Yes,Yes,20,39.111678,Low,1911,MARTIN AZCARRAGA (USBR- GLENN STONE),20,Colorado,Not Rated,6,20200,UNKNOWN;USBR,,Irrigation,https://damsafety.org/colorado,CO00890,2022-12-22,290,DWR,520,,,Yes,-107.8489,720127,16,,219,,Colorado,Slide (sluice gate)1,0,2018-08-07
942,None,365,,Reed,,,Rock;Soil,Yes,Earth,Irrigation;Recreation,"Congressional District 03, Colorado",22,,2,20,,0,Private,CEDAREDGE,,Earth,Private,Yes,KISER CREEK,,,Less than 25 feet,316,,,Daniels Slough,22,Yes,Delta,0,2020-03-01,,CO00620,0,Yes,12,1950-1959,Earth,Yes,Yes,22,39.033333,Significant,1956,"REED RESERVOIR PARTNERS (SCHMALZ, ROBERT)",22,Colorado,Fair,2,18505,,2021-08-10,Irrigation,https://damsafety.org/colorado,CO00620,2022-12-22,316,DWR,1483,,,Yes,-107.947234,400502,60,,228,,Colorado,Slide (sluice gate);Uncontrolled,0,2021-08-10
943,,1290,,Soldier Creek,,Bureau of Reclamation,,Yes,,Irrigation,"Congressional District 03, Utah",17163,"S16, T4S, R10W",212,243,,0,Federal,DUCHESNE,,Earth,Federal,No,STRAWBERRY RIVER,,,Greater than 100 feet,1127610,Bureau of Reclamation,1985,,,No,Wasatch,0,2020-06-17,,UT10135,0,No,44,1970-1979,Earth,No,No,251,40.136900000000004,High,1973,RECLAMATION,251,Bureau of Reclamation,Not Available,1,3206000,RECLAMATION,,Irrigation,https://www.usbr.gov/ssle/damsafety/,UT10135,2021-05-24,1127610,,,,Bureau of Reclamation,No,-111.0262,,0,Bureau of Reclamation,1105910,Bureau of Reclamation,Utah,,0,2020-10-05
944,,3400,,Pacificorp - Huntington Settling Pond,,,,Yes,,Tailings,"Congressional District 03, Utah",,"36,16S~7E SL",0.1,31,,,Private,HUNTINGTON,,Earth,Private,Yes,HUNTINGTON CREEK - OFFSTREAM,,,25-50 feet,450,,,,,Yes,Emery,,,,UT00545,0,Yes,10,1970-1979,Earth,Yes,Yes,37,39.38684822,Significant,1977,PACIFICORP-HUNTINGTON PLANT,37,Utah,Not Rated,2,,,,Tailings,https://damsafety.org/utah,UT00545,2021-03-17,450,Utah Division of Water Rights,,,,No,-111.0890583,UT00545,,,360,,Utah,,,2019-04-23
945,,1250,,Huntington Cleveland - Upper Pond,,,Rock;Soil,Yes,Earth,Irrigation,"Congressional District 03, Utah",,"11,17S~8E SL",0.58,43,,,Private,,,Earth,Private,Yes,,,,25-50 feet,505,,,,,Yes,Emery,,,,UT53579,0,Yes,,Since 2000,Earth,Yes,Yes,48,39.36284997,Significant,2011,HUNTINGTON CLEVELAND IRRIGATION CO,48,Utah,Not Rated,2,,JUB Engineering / RB&G,,Irrigation,https://damsafety.org/utah,UT53579,2021-03-17,505,Utah Division of Water Rights,76,,,No,-110.9907377,UT53579,42,,408,,Utah,,,2019-08-02
946,Uncontrolled,620,,Island Lake,,,Rock;Soil,Yes,Earth,Irrigation;Recreation,"Congressional District 03, Colorado",161,,2,18,,0,Private,CEDAREDGE,,Earth,Private,Yes,WARD CREEK-TR,,,Less than 25 feet,2355,,,Reservoir #15,18,Yes,Delta,0,2020-03-01,,CO00577,0,Yes,10,1950-1959,Earth,Yes,Yes,23,39.033333999999996,Significant,1954,"SURFACE CREEK DITCH & RESERVOIR CO. (WAIBEL, KEITH",23,Colorado,Fair,2,19956,,2022-06-10,Irrigation,https://damsafety.org/colorado,CO00577,2022-12-22,2355,DWR,600,,,Yes,-108.002227,400324,8,,1432,,Colorado,Slide (sluice gate);Uncontrolled,0,2022-06-10
